"Center for Agricultural and Rural Development (CARD), www.card.iastate.edu, Iowa State University, Ames, Iowa",,,,,,
,,,,,,
Date,Ethanol Price ($/gallon),Corn Price ($/bushel),Natural Gas Price ($/mmBtu),Return Over Operating Costs ($/gallon),Net Cost of Corn ($/gallon),Other Operating Costs ($/gallon)
4/13/2012,2.16,6.26955,3.6328,0.154252039,1.611295161,0.3944528
4/16/2012,2.1896,6.2215,3.6678,0.220902272,1.573334928,0.3953628
4/17/2012,2.1486,6.1565,3.6028,0.198029911,1.556897289,0.3936728
4/18/2012,2.1126,6.0065,3.6028,0.199962924,1.518964276,0.3936728
4/19/2012,2.1586,6.199,3.5588,0.198426224,1.567644976,0.3925288
4/20/2012,2.1406,6.114,3.5788,0.201401598,1.546149602,0.3930488
4/23/2012,2.087,6.0275,3.6588,0.165070507,1.526800693,0.3951288
4/24/2012,2.089,5.985,3.6268,0.178668004,1.516035196,0.3942968
4/25/2012,2.076,5.9125,3.7198,0.181614674,1.497670526,0.3967148
4/26/2012,2.077,6.0425,3.6878,0.150516921,1.530600279,0.3958828
4/27/2012,2.12,6.3325,3.8378,0.116158239,1.604058961,0.3997828
4/30/2012,2.151,6.405,3.9368,0.126219569,1.622423631,0.4023568
5/1/2012,2.1266,6.4045,3.187590909,0.101320232,1.642402404,0.382877364
5/2/2012,2.0906,6.2295,3.069590909,0.113266118,1.597524518,0.379809364
5/3/2012,2.0966,6.3145,3.156590909,0.095206288,1.619322348,0.382071364
5/4/2012,2.1196,6.4295,3.095590909,0.090301106,1.648813531,0.380485364
5/7/2012,2.1166,6.457,3.152590909,0.078766866,1.65586577,0.381967364
5/8/2012,2.205,6.687,3.209590909,0.124708243,1.696842393,0.383449364
5/9/2012,2.168,6.4395,3.281590909,0.148639966,1.63403867,0.385321364
5/10/2012,2.118,6.282,3.303590909,0.138033971,1.594072665,0.385893364
5/11/2012,2.107,6.107,3.325590909,0.170868644,1.549665993,0.386465364
5/14/2012,2.102,6.107,3.247590909,0.167896644,1.549665993,0.384437364
5/15/2012,2.0456,5.99,3.316590909,0.152687778,1.506680858,0.386231364
5/16/2012,2.0886,6.2175,3.434590909,0.135396089,1.563904547,0.389299364
5/17/2012,2.0996,6.2675,3.410590909,0.134443454,1.576481182,0.388675364
5/18/2012,2.1356,6.3725,3.558590909,0.140184521,1.602892115,0.392523364
5/21/2012,2.1306,6.3475,3.425590909,0.144930839,1.596603798,0.389065364
5/22/2012,2.137428571,6.557071429,3.523590909,0.085695607,1.660119601,0.391613364
5/23/2012,2.141428571,6.622071429,3.553590909,0.072458904,1.676576303,0.392393364
5/24/2012,2.079428571,6.372071429,3.463590909,0.076093914,1.613281294,0.390053364
5/25/2012,2.090428571,6.372071429,3.384590909,0.089147914,1.613281294,0.387999364
5/29/2012,2.048428571,6.212071429,3.245590909,0.09127072,1.572772487,0.384385364
5/30/2012,2.036428571,6.182071429,3.234590909,0.087152122,1.565177086,0.384099364
5/31/2012,2.026428571,6.139571429,3.238590909,0.087808273,1.554416935,0.384203364
6/1/2012,2.0324,5.6636,3.337761905,0.255161565,1.390456626,0.38678181
6/4/2012,2.0674,5.8286,3.426761905,0.247338817,1.430965374,0.38909581
6/5/2012,2.0604,5.8236,3.457761905,0.240760355,1.429737836,0.38990181
6/6/2012,2.1094,6.0111,3.432761905,0.244377687,1.475770504,0.38925181
6/7/2012,2.1304,6.0886,3.285761905,0.250172851,1.49479734,0.38542981
6/8/2012,2.0292,6.07175,3.310761905,0.117708887,1.525411303,0.38607981
6/11/2012,2.0132,6.01175,3.229761905,0.118888742,1.510337448,0.38397381
6/12/2012,1.9882,5.93175,3.243761905,0.113623215,1.490238975,0.38433781
6/13/2012,2.0022,6.01675,3.196761905,0.107490588,1.511593603,0.38311581
6/14/2012,2.0172,6.10675,3.506761905,0.091819805,1.534204385,0.39117581
6/15/2012,1.935,6.09085,3.478761905,-0.002123712,1.546675902,0.39044781
6/18/2012,1.985,6.29085,3.646761905,-0.007278577,1.597462768,0.39481581
6/19/2012,2.02,6.42085,3.556761905,-0.00295004,1.63047423,0.39247581
6/20/2012,1.997,6.41335,3.528761905,-0.023317533,1.628569723,0.39174781
6/21/2012,1.963,6.16085,3.593761905,0.005110885,1.564451305,0.39343781
6/22/2012,1.895333333,5.921816667,3.636761905,0.002717027,1.498060497,0.39455581
6/25/2012,1.989333333,6.321816667,3.705761905,-0.006266225,1.599249749,0.39634981
6/26/2012,2.011333333,6.471816667,3.778761905,-0.024110195,1.637195719,0.39824781
6/27/2012,2.041333333,6.506816667,3.785761905,-0.003146254,1.646049778,0.39842981
6/28/2012,2.034333333,6.531816667,3.733761905,-0.015118583,1.652374106,0.39707781
6/29/2012,2.058333333,6.736816667,3.835761905,-0.042545882,1.701149406,0.39972981
7/2/2012,2.07,6.58375,4.070809524,-0.0046733,1.668832253,0.405841048
7/3/2012,2.132,6.84625,4.145809524,-0.011161135,1.735370087,0.407791048
7/5/2012,2.176,7.33875,4.191809524,-0.093194785,1.860207738,0.408987048
7/6/2012,2.182,7.09125,4.022809524,-0.020065113,1.797472066,0.404593048
7/9/2012,2.277,7.4395,4.129809524,0.00256725,1.867057702,0.407375048
7/10/2012,2.241,7.297,3.983809524,0.006125831,1.831295121,0.403579048
7/11/2012,2.213,7.1945,4.099809524,0.000833793,1.805571159,0.406595048
7/12/2012,2.29,7.3995,4.120809524,0.025839869,1.857019083,0.407141048
7/13/2012,2.329,7.2445,4.120809524,0.103739519,1.818119434,0.407141048
7/16/2012,2.4378,7.642,4.047809524,0.097845266,1.934711686,0.405243048
7/17/2012,2.4578,7.6695,4.042809524,0.11101314,1.941673813,0.405113048
7/18/2012,2.4938,7.8245,4.219809524,0.103170062,1.98091489,0.409715048
7/19/2012,2.4868,7.952,4.245809524,0.063215112,2.01319384,0.410391048
7/20/2012,2.4738,8.1195,4.327809524,0.005677432,2.055599521,0.412523048
7/23/2012,2.656714286,8.110514286,4.363809524,0.236685956,2.006569282,0.413459048
7/24/2012,2.601714286,7.870514286,4.433809524,0.239242786,1.947192452,0.415279048
7/25/2012,2.579714286,7.915514286,4.316809524,0.20915163,1.958325608,0.412237048
7/26/2012,2.546714286,7.783014286,4.351809524,0.208022589,1.92554465,0.413147048
7/27/2012,2.560714286,7.955514286,4.256809524,0.181815492,1.968221746,0.410677048
7/30/2012,2.618714286,8.170514286,4.460809524,0.181319748,2.02141349,0.415981048
7/31/2012,2.635714286,8.035514286,4.455809524,0.231849215,1.988014023,0.415851048
8/1/2012,2.561,8.09415,4.633565217,0.137714148,2.002813157,0.420472696
8/2/2012,2.53,8.02915,4.382565217,0.129323721,1.986729583,0.413946696
8/3/2012,2.579,8.18915,4.339565217,0.139851387,2.026319918,0.412828696
8/6/2012,2.543,8.11915,4.370565217,0.120366158,2.008999146,0.413634696
8/7/2012,2.537,8.04915,4.426565217,0.130230929,1.991678375,0.415090696
8/8/2012,2.5072,8.27855,4.395565217,0.067382155,2.025533149,0.414284696
8/9/2012,2.5552,8.35355,4.407565217,0.096719721,2.043883583,0.414596696
8/10/2012,2.5382,8.17105,4.232565217,0.128922444,1.99923086,0.410046696
8/13/2012,2.4942,7.99855,4.191565217,0.128194442,1.957024862,0.408980696
8/14/2012,2.5052,7.96855,4.296565217,0.143804616,1.949684688,0.411710696
8/15/2012,2.4872,7.9245,4.210565217,0.15436819,1.923357115,0.409474696
8/16/2012,2.4852,7.962,4.186565217,0.143890557,1.932458748,0.408850696
8/17/2012,2.4882,7.9695,4.181565217,0.14520023,1.934279074,0.408720696
8/20/2012,2.5242,8.137,4.238565217,0.139064269,1.974933036,0.410202696
8/21/2012,2.5652,8.297,4.237565217,0.141256634,2.01376667,0.410176696
8/22/2012,2.603375,8.4534875,4.288565217,0.092354324,2.099517981,0.411502696
8/23/2012,2.567375,8.2384875,4.264565217,0.110375973,2.046120331,0.410878696
8/24/2012,2.540375,8.1734875,4.164565217,0.102119449,2.029976855,0.408278696
8/27/2012,2.525375,8.0959875,4.115565217,0.107641439,2.010728865,0.407004696
8/28/2012,2.519375,8.0459875,4.076565217,0.115073497,1.998310807,0.405990696
8/29/2012,2.545375,8.2534875,4.096565217,0.100221032,2.038643273,0.406510696
8/30/2012,2.526375,8.2659875,4.210565217,0.075169484,2.041730821,0.409474696
8/31/2012,2.492375,8.1784875,4.261565217,0.061456321,2.020117983,0.410800696
9/4/2012,2.5575,8.12375,4.286263158,0.139459549,2.006597609,0.411442842
9/5/2012,2.5225,7.95125,4.227263158,0.148601715,1.963989443,0.409908842
9/6/2012,2.5335,8.02625,4.208263158,0.141570425,1.982514733,0.409414842
9/7/2012,2.5065,8.00375,4.114263158,0.122572012,1.976957146,0.406970842
9/10/2012,2.5074,7.807,4.244263158,0.167358227,1.92969093,0.410350842
9/11/2012,2.4864,7.8195,4.424263158,0.138588547,1.932780611,0.415030842
9/12/2012,2.4514,7.707,4.495263158,0.129549672,1.904973485,0.416876842
9/13/2012,2.4514,7.7645,4.469263158,0.116013142,1.919186016,0.416200842
9/14/2012,2.4534,7.772,4.375263158,0.118603333,1.921039825,0.413756842
9/17/2012,2.4106,7.4925,4.297263158,0.156682082,1.842189076,0.411728842
9/18/2012,2.3726,7.4125,4.205263158,0.140743768,1.82251939,0.409336842
9/19/2012,2.3746,7.5775,4.194263158,0.10246104,1.863088118,0.409050842
9/20/2012,2.3396,7.4725,4.229263158,0.092367503,1.837271655,0.409960842
9/21/2012,2.3526,7.495,4.317263158,0.097547404,1.842803754,0.412248842
9/24/2012,2.2394,7.3735,4.269263158,0.030589941,1.797809217,0.411000842
9/25/2012,2.2514,7.3635,4.356263158,0.042766144,1.795371014,0.413262842
9/26/2012,2.2154,7.1735,4.455263158,0.050518007,1.749045151,0.415836842
9/27/2012,2.2114,7.0885,4.729263158,0.060118735,1.728320422,0.422960842
9/28/2012,2.3324,7.4885,4.752263158,0.082992603,1.825848555,0.423558842
10/1/2012,2.151,7.5395,4.190434783,-0.146797965,1.888846661,0.408951304
10/2/2012,2.178,7.5545,4.241434783,-0.124881867,1.892604562,0.410277304
10/3/2012,2.196,7.5395,4.105434783,-0.099587965,1.888846661,0.406741304
10/4/2012,2.219,7.542,4.116434783,-0.077500282,1.889472978,0.407027304
10/5/2012,2.206,7.452,4.106434783,-0.067692872,1.866925567,0.406767304
10/8/2012,2.2664,7.394,4.113434783,0.034519977,1.824930719,0.406949304
10/9/2012,2.2784,7.394,4.177434783,0.044855977,1.824930719,0.408613304
10/10/2012,2.2674,7.3415,4.185434783,0.046605627,1.811973069,0.408821304
10/11/2012,2.3374,7.7065,4.314434783,0.023165109,1.902059587,0.412175304
10/12/2012,2.3004,7.5015,4.321434783,0.036579646,1.851463049,0.412357304
10/15/2012,2.3234,7.379,4.196434783,0.133268009,1.781024687,0.409107304
10/16/2012,2.3154,7.389,4.147434783,0.124128369,1.783438326,0.407833304
10/17/2012,2.3314,7.4615,4.180434783,0.121771482,1.800937214,0.408691304
10/18/2012,2.3624,7.614,4.297434783,0.112921477,1.837745218,0.411733304
10/19/2012,2.3674,7.6215,4.327434783,0.115331248,1.839555448,0.412513304
10/22/2012,2.3615,7.707,4.162434783,0.018271375,1.93500532,0.408223304
10/23/2012,2.3425,7.6545,4.245434783,0.01029461,1.921824085,0.410381304
10/24/2012,2.3385,7.6395,4.160434783,0.012270678,1.918058018,0.408171304
10/25/2012,2.3165,7.5145,4.144434783,0.022070571,1.886674125,0.407755304
10/26/2012,2.3175,7.472,4.110434783,0.034625095,1.876003601,0.406871304
10/29/2012,2.3215,7.4645,4.181434783,0.038662128,1.874120568,0.408717304
10/30/2012,2.3495,7.512,4.401434783,0.049016249,1.886046447,0.414437304
10/31/2012,2.3725,7.652,4.402434783,0.036840288,1.921196407,0.414463304
11/1/2012,2.3882,7.5915,5.421666667,0.063037148,1.884199519,0.440963333
11/2/2012,2.3332,7.4765,5.276666667,0.040349985,1.855656682,0.437193333
11/5/2012,2.3032,7.4365,5.276666667,0.020277928,1.845728739,0.437193333
11/6/2012,2.3382,7.4915,5.339666667,0.039989006,1.859379661,0.438831333
11/7/2012,2.3372,7.524,5.300666667,0.031936552,1.867446114,0.437817333
11/8/2012,2.3252,7.5965,5.330666667,0.000437913,1.886164754,0.438597333
11/9/2012,2.3402,7.5715,5.225666667,0.024375261,1.879957406,0.435867333
11/12/2012,2.2862,7.364,5.292666667,0.020154249,1.828436418,0.437609333
11/13/2012,2.2962,7.419,5.461666667,0.012104083,1.842092583,0.442003333
11/14/2012,2.3022,7.4415,5.482666667,0.01197147,1.847679196,0.442549333
11/15/2012,2.2576,7.2033,5.425666667,0.020904064,1.795628602,0.441067333
11/16/2012,2.2736,7.2608,5.512666667,0.020308544,1.809962122,0.443329333
11/19/2012,2.3056,7.3783,5.441666667,0.024864308,1.839252359,0.441483333
11/20/2012,2.3096,7.4233,5.554666667,0.01470877,1.850469896,0.444421333
11/21/2012,2.3036,7.4008,5.625666667,0.012471539,1.844861128,0.446267333
11/23/2012,2.272333333,7.491491667,5.623666667,-0.074695154,1.900813154,0.446215333
11/26/2012,2.286333333,7.508991667,5.452666667,-0.060689422,1.905253422,0.441769333
11/27/2012,2.318333333,7.636491667,5.491666667,-0.062053945,1.937603945,0.442783333
11/28/2012,2.326333333,7.638991667,5.418666667,-0.052790269,1.938238269,0.440885333
11/29/2012,2.308333333,7.551491667,5.370666667,-0.058344734,1.927040734,0.439637333
11/30/2012,2.288333333,7.516491667,5.283666667,-0.067151198,1.918109198,0.437375333
12/3/2012,2.3554,7.63065,5.89685,-0.045158994,1.947240894,0.4533181
12/4/2012,2.3514,7.60565,5.84485,-0.041427324,1.940861224,0.4519661
12/5/2012,2.3544,7.67315,6.00585,-0.059838431,1.958086331,0.4561521
12/6/2012,2.3364,7.61815,5.97185,-0.062919159,1.944051059,0.4552681
12/7/2012,2.3024,7.46815,5.85685,-0.055651144,1.905773044,0.4522781
12/10/2012,2.3506,7.4575,5.76585,0.006654806,1.894033094,0.4499121
12/11/2012,2.3396,7.4325,5.71785,0.00325223,1.88768367,0.4486641
12/12/2012,2.3206,7.4,5.68785,-0.006713519,1.879429419,0.4478841
12/13/2012,2.2906,7.3125,5.65285,-0.013580536,1.857206436,0.4469741
12/14/2012,2.2986,7.3775,5.61985,-0.021231038,1.873714938,0.4461161
12/17/2012,2.2812,7.4225,5.66385,-0.036111606,1.870051506,0.4472601
12/18/2012,2.2592,7.3825,5.72385,-0.049593861,1.859973761,0.4488201
12/19/2012,2.2182,7.2125,5.62585,-0.045215446,1.817143346,0.4462721
12/20/2012,2.2122,7.1475,5.76785,-0.038531111,1.800767011,0.4499641
12/21/2012,2.2292,7.2025,5.75685,-0.03510201,1.81462391,0.4496781
12/24/2012,2.1638,7.1933,5.65185,-0.085036054,1.801887954,0.4469481
12/26/2012,2.1418,7.0833,5.69785,-0.08067757,1.77433347,0.4481441
12/27/2012,2.1388,7.0658,5.65985,-0.078305902,1.769949802,0.4471561
12/28/2012,2.1298,7.0908,5.77485,-0.096558284,1.776212184,0.4501461
12/31/2012,2.1258,7.1333,5.65685,-0.104915583,1.783637483,0.4470781
1/2/2013,2.14575,7.123125,5.283047619,-0.066014386,1.774405148,0.437359238
1/3/2013,2.14575,7.108125,5.248047619,-0.061367813,1.770668575,0.436449238
1/4/2013,2.13675,7.018125,5.337047619,-0.050262374,1.748249136,0.438763238
1/7/2013,2.17175,7.070625,5.316047619,-0.02779438,1.761327142,0.438217238
1/8/2013,2.0868,6.9185,5.268047619,-0.071692089,1.721522851,0.436969238
1/9/2013,2.0968,6.9735,5.163047619,-0.07264768,1.735208442,0.434239238
1/10/2013,2.1118,7.0185,5.243047619,-0.070924981,1.746405743,0.436319238
1/11/2013,2.1578,7.1185,5.377047619,-0.053291873,1.771288634,0.439803238
1/14/2013,2.1968,7.271,5.423047619,-0.053434282,1.809235044,0.440999238
1/15/2013,2.163,7.400625,5.505047619,-0.147397673,1.867266435,0.443131238
1/16/2013,2.163,7.408125,5.485047619,-0.148770013,1.869158775,0.442611238
1/17/2013,2.159,7.340625,5.544047619,-0.137272953,1.852127715,0.444145238
1/18/2013,2.195,7.370625,5.616047619,-0.110714313,1.859697075,0.446017238
1/22/2013,2.238,7.3528125,5.608047619,-0.033531706,1.825722468,0.445809238
1/23/2013,2.218,7.2753125,5.604047619,-0.034184254,1.806479016,0.445705238
1/24/2013,2.226,7.3103125,5.496047619,-0.032066845,1.815169607,0.442897238
1/25/2013,2.22,7.2753125,5.494047619,-0.029324254,1.806479016,0.442845238
1/28/2013,2.247,7.3603125,5.339047619,-0.019399976,1.827584737,0.438815238
1/29/2013,2.249,7.3628125,5.276047619,-0.016382732,1.828205494,0.437177238
1/30/2013,2.3,7.4703125,5.385047619,0.005090738,1.854898024,0.440011238
1/31/2013,2.302,7.4728125,5.389047619,0.006365982,1.85551878,0.440115238
2/1/2013,2.358,7.545,5.336789474,0.043473645,1.875769829,0.438756526
2/4/2013,2.329,7.5275,5.350789474,0.018460337,1.871419137,0.439120526
2/5/2013,2.298,7.475,5.434789474,-0.001671586,1.85836706,0.441304526
2/6/2013,2.318,7.41,5.453789474,0.033994127,1.842207347,0.441798526
2/7/2013,2.297,7.2925,5.320789474,0.045663917,1.812995557,0.438340526
2/8/2013,2.3936,7.5145,5.307789474,0.097625051,1.857972423,0.438002526
2/11/2013,2.3786,7.447,5.314789474,0.099132537,1.841282937,0.438184526
2/12/2013,2.3686,7.387,5.265789474,0.105241635,1.826447839,0.436910526
2/13/2013,2.3486,7.3795,5.341789474,0.085120022,1.824593452,0.438886526
2/14/2013,2.3106,7.372,5.198789474,0.052692409,1.822739064,0.435168526
2/15/2013,2.344,7.194375,5.188789474,0.152445202,1.756646272,0.434908526
2/19/2013,2.359,7.159375,5.307789474,0.172897131,1.748100343,0.438002526
2/20/2013,2.356,7.211875,5.314789474,0.156896237,1.760919237,0.438184526
2/21/2013,2.341,7.114375,5.281789474,0.166560754,1.73711272,0.437326526
2/22/2013,2.279,7.037,5.326789474,0.108727077,1.731776397,0.438496526
2/25/2013,2.287,7.0695,5.449789474,0.105530962,1.739774511,0.441694526
2/26/2013,2.312,7.1845,5.462789474,0.101891941,1.768075532,0.442032526
2/27/2013,2.301,7.2295,5.469789474,0.079635629,1.779149845,0.442214526
2/28/2013,2.321,7.3295,5.521789474,0.073674045,1.803759429,0.443566526
3/1/2013,2.2904,7.265,5.27305,0.062118472,1.791182228,0.4370993
3/4/2013,2.2884,7.2525,5.34605,0.061302341,1.788100359,0.4389973
3/5/2013,2.3164,7.3425,5.34605,0.067112884,1.810289816,0.4389973
3/6/2013,2.2844,7.1025,5.28705,0.095818768,1.751117932,0.4374633
3/7/2013,2.3204,7.1375,5.39905,0.120277535,1.759747165,0.4403753
3/8/2013,2.3218,7.223,5.44605,0.090020422,1.790182278,0.4415973
3/11/2013,2.3538,7.3155,5.46605,0.098574787,1.813107913,0.4421173
3/12/2013,2.3438,7.3805,5.46205,0.072568881,1.829217819,0.4420133
3/13/2013,2.3928,7.383,5.49705,0.12003927,1.82983743,0.4429233
3/14/2013,2.4378,7.298,5.62905,0.182674069,1.808770631,0.4463553
3/15/2013,2.4452,7.328,5.68905,0.169085201,1.828199499,0.4479153
3/18/2013,2.4472,7.358,5.69905,0.163340759,1.835683941,0.4481753
3/19/2013,2.4212,7.443,5.78605,0.113872843,1.856889857,0.4504373
3/20/2013,2.4012,7.483,5.77705,0.084127588,1.866869112,0.4502033
3/21/2013,2.3852,7.488,5.75205,0.067530181,1.868116519,0.4495533
3/22/2013,2.598,7.552,5.74405,0.251334216,1.897320484,0.4493453
3/25/2013,2.594,7.622,5.68205,0.231359824,1.914906876,0.4477333
3/26/2013,2.591,7.592,5.79305,0.233010849,1.907369851,0.4506193
3/27/2013,2.637,7.642,5.88505,0.264057141,1.919931559,0.4530113
3/28/2013,2.505,7.242,5.84105,0.23369481,1.81943789,0.4518673
4/1/2013,2.47,6.726,4.862045455,0.435274745,1.608312073,0.426413182
4/2/2013,2.49,6.7085,4.812045455,0.460759321,1.604127497,0.425113182
4/3/2013,2.54,6.7185,4.752045455,0.509928135,1.606518683,0.423553182
4/4/2013,2.53,6.6035,4.792045455,0.52638678,1.579020038,0.424593182
4/5/2013,2.52,6.5935,4.972045455,0.514097967,1.576628851,0.429273182
4/8/2013,2.446,6.562,4.932045455,0.394896072,1.622870746,0.428233182
4/9/2013,2.486,6.6695,4.862045455,0.410129878,1.64945694,0.426413182
4/10/2013,2.416,6.717,4.932045455,0.32656249,1.661204328,0.428233182
4/11/2013,2.436,6.7395,4.982045455,0.339697938,1.666768881,0.429533182
4/12/2013,2.416,6.812,5.072045455,0.299427714,1.684699104,0.431873182
4/15/2013,2.448,6.7535,4.982045455,0.313690815,1.704776003,0.429533182
4/16/2013,2.478,6.9185,5.012045455,0.301260109,1.746426709,0.430313182
4/17/2013,2.528,6.891,5.062045455,0.356901893,1.739484925,0.431613182
4/18/2013,2.538,6.731,5.252045455,0.402350456,1.699096362,0.436553182
4/19/2013,2.558,6.806,5.252045455,0.403418317,1.718028501,0.436553182
4/22/2013,2.434857143,6.604285714,5.119045455,0.33895005,1.662811911,0.433095182
4/23/2013,2.405857143,6.531785714,5.090045455,0.328957934,1.644558027,0.432341182
4/24/2013,2.410857143,6.541785714,5.018045455,0.333312157,1.647075804,0.430469182
4/25/2013,2.428857143,6.599285714,5.019045455,0.336808939,1.661553022,0.430495182
4/26/2013,2.434857143,6.586785714,5.004045455,0.34634616,1.658405801,0.430105182
4/29/2013,2.546857143,6.986785714,5.244045455,0.351395077,1.759116884,0.436345182
4/30/2013,2.557857143,6.979285714,5.195045455,0.36555741,1.757228551,0.435071182
5/1/2013,2.4492,6.9095,5.408045455,0.220197502,1.788393316,0.440609182
5/2/2013,2.5632,7.067,5.107045455,0.301257607,1.829159211,0.432783182
5/3/2013,2.5532,7.087,5.123045455,0.285664986,1.834335832,0.433199182
5/6/2013,2.3712,6.8795,5.093045455,0.158152434,1.780628384,0.432419182
5/7/2013,2.4132,6.857,5.002045455,0.208342133,1.774804685,0.430053182
5/8/2013,2.475,6.726,5.060045455,0.303122662,1.740316156,0.431561182
5/9/2013,2.519,6.921,5.065045455,0.296537466,1.790771353,0.431691182
5/10/2013,2.498,6.8535,4.992045455,0.294900726,1.773306092,0.429793182
5/13/2013,2.563,7.156,5.007045455,0.281240485,1.851576333,0.430183182
5/14/2013,2.545,7.0435,5.106045455,0.289775252,1.822467566,0.432757182
5/15/2013,2.5776,7.0585,5.152045455,0.295189562,1.848457256,0.433953182
5/16/2013,2.5716,6.966,5.014045455,0.317001164,1.824233654,0.430365182
5/17/2013,2.6146,7.0785,5.137045455,0.327342027,1.853694792,0.433563182
5/20/2013,2.6106,7.046,5.172045455,0.330943022,1.845183796,0.434473182
5/21/2013,2.5756,6.951,5.274045455,0.318169316,1.820305502,0.437125182
5/22/2013,2.557285714,7.077142857,5.268045455,0.268894348,1.851422185,0.436969182
5/23/2013,2.538285714,7.112142857,5.343045455,0.238788142,1.860578391,0.438919182
5/24/2013,2.515285714,7.064642857,5.319045455,0.228838421,1.848152111,0.438295182
5/28/2013,2.543285714,7.157142857,5.256045455,0.234277877,1.872350655,0.436657182
5/29/2013,2.606285714,7.142142857,5.230045455,0.298051742,1.872252791,0.435981182
5/30/2013,2.609285714,7.034642857,5.105045455,0.332481964,1.844072568,0.432731182
5/31/2013,2.655285714,7.112142857,5.066045455,0.35917999,1.864388543,0.431717182
6/3/2013,2.7116,7.0945,5.3648,0.412351584,1.859763616,0.4394848
6/4/2013,2.6816,7.142,5.3718,0.369717858,1.872215342,0.4396668
